1#select#10#3.00000000
2#select#10#3.00000000
3#select#10#2.00000000
4#select#10#2.00000000
5#select#10#2.00000000
6#select#10#3.00000000
7#select#10#3.00000000
8#select#10#3.00000000
9#select#10#2.00000000
10#select#10#2.00000000
11#select#10#4.00000000
12#select#10#3.00000000
13#select#10#4.00000000
14#select#10#4.00000000
15#select#10#3.00000000
16#select#10#4.00000000
17#select#10#2.00000000
18#select#10#3.00000000
19#select#10#3.00000000
20#select#10#2.00000000
21#select#10#3.00000000
22#select#10#3.00000000
23#select#10#3.00000000
24#select#10#3.00000000
25#select#10#3.00000000
26#select#10#3.00000000
27#select#10#4.00000000
28#select#10#3.00000000
29#select#10#4.00000000
30#select#10#4.00000000
1#select#100#39.00000000
2#select#100#34.00000000
3#select#100#46.00000000
4#select#100#39.00000000
5#select#100#35.00000000
6#select#100#48.00000000
7#select#100#34.00000000
8#select#100#31.00000000
9#select#100#37.00000000
10#select#100#30.00000000
11#select#100#26.00000000
12#select#100#39.00000000
13#select#100#33.00000000
14#select#100#34.00000000
15#select#100#45.00000000
16#select#100#39.00000000
17#select#100#27.00000000
18#select#100#27.00000000
19#select#100#35.00000000
20#select#100#36.00000000
21#select#100#39.00000000
22#select#100#29.00000000
23#select#100#42.00000000
24#select#100#25.00000000
25#select#100#31.00000000
26#select#100#34.00000000
27#select#100#43.00000000
28#select#100#39.00000000
29#select#100#32.00000000
30#select#100#39.00000000
1#select#1000#2904.00000000
2#select#1000#2514.00000000
3#select#1000#2544.00000000
4#select#1000#1483.00000000
5#select#1000#2515.00000000
6#select#1000#1519.00000000
7#select#1000#2208.00000000
8#select#1000#3094.00000000
9#select#1000#2152.00000000
10#select#1000#1558.00000000
11#select#1000#2299.00000000
12#select#1000#1489.00000000
13#select#1000#1483.00000000
14#select#1000#2256.00000000
15#select#1000#2498.00000000
16#select#1000#1587.00000000
17#select#1000#2645.00000000
18#select#1000#1458.00000000
19#select#1000#2296.00000000
20#select#1000#1484.00000000
21#select#1000#2543.00000000
22#select#1000#2705.00000000
23#select#1000#1969.00000000
24#select#1000#1554.00000000
25#select#1000#2325.00000000
26#select#1000#1861.00000000
27#select#1000#1469.00000000
28#select#1000#2152.00000000
29#select#1000#1457.00000000
30#select#1000#2248.00000000
1#quick#10#2.00000000
2#quick#10#2.00000000
3#quick#10#2.00000000
4#quick#10#2.00000000
5#quick#10#2.00000000
6#quick#10#2.00000000
7#quick#10#3.00000000
8#quick#10#3.00000000
9#quick#10#3.00000000
10#quick#10#3.00000000
11#quick#10#2.00000000
12#quick#10#3.00000000
13#quick#10#3.00000000
14#quick#10#2.00000000
15#quick#10#2.00000000
16#quick#10#2.00000000
17#quick#10#1.00000000
18#quick#10#3.00000000
19#quick#10#3.00000000
20#quick#10#2.00000000
21#quick#10#1.00000000
22#quick#10#3.00000000
23#quick#10#2.00000000
24#quick#10#2.00000000
25#quick#10#3.00000000
26#quick#10#1.00000000
27#quick#10#2.00000000
28#quick#10#2.00000000
29#quick#10#3.00000000
30#quick#10#2.00000000
1#quick#100#3.00000000
2#quick#100#3.00000000
3#quick#100#3.00000000
4#quick#100#3.00000000
5#quick#100#2.00000000
6#quick#100#2.00000000
7#quick#100#3.00000000
8#quick#100#3.00000000
9#quick#100#3.00000000
10#quick#100#2.00000000
11#quick#100#3.00000000
12#quick#100#3.00000000
13#quick#100#3.00000000
14#quick#100#2.00000000
15#quick#100#3.00000000
16#quick#100#3.00000000
17#quick#100#2.00000000
18#quick#100#3.00000000
19#quick#100#3.00000000
20#quick#100#2.00000000
21#quick#100#3.00000000
22#quick#100#2.00000000
23#quick#100#15.00000000
24#quick#100#2.00000000
25#quick#100#3.00000000
26#quick#100#4.00000000
27#quick#100#3.00000000
28#quick#100#3.00000000
29#quick#100#3.00000000
30#quick#100#3.00000000
1#quick#1000#3.00000000
2#quick#1000#2.00000000
3#quick#1000#2.00000000
4#quick#1000#3.00000000
5#quick#1000#2.00000000
6#quick#1000#2.00000000
7#quick#1000#2.00000000
8#quick#1000#3.00000000
9#quick#1000#2.00000000
10#quick#1000#2.00000000
11#quick#1000#1.00000000
12#quick#1000#2.00000000
13#quick#1000#2.00000000
14#quick#1000#2.00000000
15#quick#1000#3.00000000
16#quick#1000#3.00000000
17#quick#1000#3.00000000
18#quick#1000#3.00000000
19#quick#1000#1.00000000
20#quick#1000#1.00000000
21#quick#1000#3.00000000
22#quick#1000#2.00000000
23#quick#1000#2.00000000
24#quick#1000#2.00000000
25#quick#1000#2.00000000
26#quick#1000#2.00000000
27#quick#1000#2.00000000
28#quick#1000#2.00000000
29#quick#1000#3.00000000
30#quick#1000#2.00000000
1#insert#10#3.00000000
2#insert#10#3.00000000
3#insert#10#3.00000000
4#insert#10#3.00000000
5#insert#10#2.00000000
6#insert#10#4.00000000
7#insert#10#3.00000000
8#insert#10#3.00000000
9#insert#10#4.00000000
10#insert#10#4.00000000
11#insert#10#5.00000000
12#insert#10#4.00000000
13#insert#10#4.00000000
14#insert#10#3.00000000
15#insert#10#2.00000000
16#insert#10#3.00000000
17#insert#10#3.00000000
18#insert#10#4.00000000
19#insert#10#3.00000000
20#insert#10#2.00000000
21#insert#10#2.00000000
22#insert#10#4.00000000
23#insert#10#2.00000000
24#insert#10#3.00000000
25#insert#10#3.00000000
26#insert#10#4.00000000
27#insert#10#3.00000000
28#insert#10#3.00000000
29#insert#10#4.00000000
30#insert#10#4.00000000
1#insert#100#19.00000000
2#insert#100#20.00000000
3#insert#100#22.00000000
4#insert#100#17.00000000
5#insert#100#23.00000000
6#insert#100#23.00000000
7#insert#100#26.00000000
8#insert#100#23.00000000
9#insert#100#16.00000000
10#insert#100#16.00000000
11#insert#100#16.00000000
12#insert#100#21.00000000
13#insert#100#22.00000000
14#insert#100#22.00000000
15#insert#100#20.00000000
16#insert#100#20.00000000
17#insert#100#23.00000000
18#insert#100#22.00000000
19#insert#100#15.00000000
20#insert#100#16.00000000
21#insert#100#17.00000000
22#insert#100#19.00000000
23#insert#100#20.00000000
24#insert#100#16.00000000
25#insert#100#18.00000000
26#insert#100#17.00000000
27#insert#100#16.00000000
28#insert#100#19.00000000
29#insert#100#15.00000000
30#insert#100#21.00000000
1#insert#1000#1441.00000000
2#insert#1000#798.00000000
3#insert#1000#1082.00000000
4#insert#1000#1438.00000000
5#insert#1000#1235.00000000
6#insert#1000#1281.00000000
7#insert#1000#764.00000000
8#insert#1000#1216.00000000
9#insert#1000#1266.00000000
10#insert#1000#1354.00000000
11#insert#1000#1398.00000000
12#insert#1000#759.00000000
13#insert#1000#1008.00000000
14#insert#1000#1134.00000000
15#insert#1000#739.00000000
16#insert#1000#1068.00000000
17#insert#1000#1199.00000000
18#insert#1000#1237.00000000
19#insert#1000#722.00000000
20#insert#1000#1417.00000000
21#insert#1000#1328.00000000
22#insert#1000#1333.00000000
23#insert#1000#1412.00000000
24#insert#1000#1169.00000000
25#insert#1000#1215.00000000
26#insert#1000#1334.00000000
27#insert#1000#1134.00000000
28#insert#1000#1156.00000000
29#insert#1000#992.00000000
30#insert#1000#1524.00000000
1#heap#10#5.00000000
2#heap#10#3.00000000
3#heap#10#3.00000000
4#heap#10#5.00000000
5#heap#10#4.00000000
6#heap#10#4.00000000
7#heap#10#4.00000000
8#heap#10#4.00000000
9#heap#10#5.00000000
10#heap#10#5.00000000
11#heap#10#4.00000000
12#heap#10#4.00000000
13#heap#10#4.00000000
14#heap#10#4.00000000
15#heap#10#5.00000000
16#heap#10#3.00000000
17#heap#10#3.00000000
18#heap#10#3.00000000
19#heap#10#6.00000000
20#heap#10#4.00000000
21#heap#10#4.00000000
22#heap#10#4.00000000
23#heap#10#5.00000000
24#heap#10#4.00000000
25#heap#10#5.00000000
26#heap#10#5.00000000
27#heap#10#3.00000000
28#heap#10#3.00000000
29#heap#10#5.00000000
30#heap#10#5.00000000
1#heap#100#27.00000000
2#heap#100#28.00000000
3#heap#100#21.00000000
4#heap#100#25.00000000
5#heap#100#23.00000000
6#heap#100#25.00000000
7#heap#100#26.00000000
8#heap#100#20.00000000
9#heap#100#25.00000000
10#heap#100#26.00000000
11#heap#100#44.00000000
12#heap#100#20.00000000
13#heap#100#29.00000000
14#heap#100#27.00000000
15#heap#100#23.00000000
16#heap#100#25.00000000
17#heap#100#27.00000000
18#heap#100#23.00000000
19#heap#100#25.00000000
20#heap#100#26.00000000
21#heap#100#26.00000000
22#heap#100#27.00000000
23#heap#100#23.00000000
24#heap#100#22.00000000
25#heap#100#29.00000000
26#heap#100#28.00000000
27#heap#100#28.00000000
28#heap#100#26.00000000
29#heap#100#23.00000000
30#heap#100#22.00000000
1#heap#1000#336.00000000
2#heap#1000#174.00000000
3#heap#1000#192.00000000
4#heap#1000#238.00000000
5#heap#1000#244.00000000
6#heap#1000#285.00000000
7#heap#1000#174.00000000
8#heap#1000#244.00000000
9#heap#1000#302.00000000
10#heap#1000#261.00000000
11#heap#1000#245.00000000
12#heap#1000#271.00000000
13#heap#1000#255.00000000
14#heap#1000#281.00000000
15#heap#1000#381.00000000
16#heap#1000#299.00000000
17#heap#1000#227.00000000
18#heap#1000#299.00000000
19#heap#1000#267.00000000
20#heap#1000#321.00000000
21#heap#1000#321.00000000
22#heap#1000#317.00000000
23#heap#1000#269.00000000
24#heap#1000#212.00000000
25#heap#1000#426.00000000
26#heap#1000#311.00000000
27#heap#1000#328.00000000
28#heap#1000#242.00000000
29#heap#1000#315.00000000
30#heap#1000#255.00000000
1#bubble#10#2.00000000
2#bubble#10#4.00000000
3#bubble#10#4.00000000
4#bubble#10#4.00000000
5#bubble#10#3.00000000
6#bubble#10#4.00000000
7#bubble#10#5.00000000
8#bubble#10#5.00000000
9#bubble#10#5.00000000
10#bubble#10#5.00000000
11#bubble#10#3.00000000
12#bubble#10#4.00000000
13#bubble#10#5.00000000
14#bubble#10#5.00000000
15#bubble#10#4.00000000
16#bubble#10#5.00000000
17#bubble#10#3.00000000
18#bubble#10#4.00000000
19#bubble#10#5.00000000
20#bubble#10#5.00000000
21#bubble#10#4.00000000
22#bubble#10#5.00000000
23#bubble#10#4.00000000
24#bubble#10#5.00000000
25#bubble#10#3.00000000
26#bubble#10#3.00000000
27#bubble#10#6.00000000
28#bubble#10#4.00000000
29#bubble#10#4.00000000
30#bubble#10#5.00000000
1#bubble#100#93.00000000
2#bubble#100#109.00000000
3#bubble#100#85.00000000
4#bubble#100#83.00000000
5#bubble#100#72.00000000
6#bubble#100#90.00000000
7#bubble#100#95.00000000
8#bubble#100#83.00000000
9#bubble#100#96.00000000
10#bubble#100#92.00000000
11#bubble#100#82.00000000
12#bubble#100#96.00000000
13#bubble#100#102.00000000
14#bubble#100#89.00000000
15#bubble#100#98.00000000
16#bubble#100#93.00000000
17#bubble#100#106.00000000
18#bubble#100#61.00000000
19#bubble#100#113.00000000
20#bubble#100#102.00000000
21#bubble#100#56.00000000
22#bubble#100#75.00000000
23#bubble#100#77.00000000
24#bubble#100#142.00000000
25#bubble#100#86.00000000
26#bubble#100#83.00000000
27#bubble#100#104.00000000
